# wl (nm), spectrum (a.u.), gdd (fs^2),phase
1.027764911636070935e-06, 6.375348318559543870e-01, -2.289360701500733421e-28, -4.651613132640662798e+02
1.026709711521454894e-06, 5.428263700070735664e-01, -1.766833946494937977e-28, -4.675333307394590747e+02
1.025656675919894347e-06, 4.509659309677916950e-01, -3.675352667939634060e-28, -4.699130248795789271e+02
1.024605798178173134e-06, 3.657596626763240377e-01, 3.164500703264544680e-29, -4.723207280887034472e+02
1.023557071670314191e-06, 2.892186245335794381e-01, -3.300177832671572111e-28, -4.747252120697332316e+02
1.022510489797440640e-06, 2.239809849537298114e-01, -8.008834988257950537e-29, -4.771299652288964239e+02
1.021466045987637294e-06, 1.698941289684637312e-01, 9.837287301907275830e-29, -4.794328337800915278e+02
1.020423733695813231e-06, 1.265008773350958238e-01, -5.532693581333964208e-28, -4.818829642038826933e+02
1.019383546403564572e-06, 9.257573217316941716e-02, -3.145300111864340802e-28, -4.842632482948108645e+02
1.018345477619039591e-06, 6.651412325909122902e-02, -2.020419257839031644e-28, -4.867187658115602744e+02
1.017309520876802557e-06, 4.752428973769621395e-02, 1.951990485999313855e-27, -4.892027382839242478e+02
1.016275669737700109e-06, 3.337003081668781651e-02, 1.164583057321370382e-27, -4.915570603981327622e+02
1.015243917788727645e-06, 2.343021227146764932e-02, 2.685578700064236382e-26, -4.939183720677415863e+02
1.014214258642897386e-06, 1.622602947312214855e-02, 1.111696851222048276e-25, -4.965778099170907467e+02
1.013186685939105403e-06, 1.197014251632612901e-02, 1.417117135746564197e-25, -4.990703371354959472e+02
1.012161193342000953e-06, 9.086396258447921107e-03, 1.127627556541883040e-25, -5.005801928633271700e+02
1.011137774541857312e-06, 7.599997180938807169e-03, 8.255792303251724223e-26, -5.031315870880820853e+02
1.010116423254441328e-06, 6.671186252328239856e-03, 8.380729011057758037e-26, -5.056761612382434805e+02
1.009097133220884890e-06, 6.378554561912157250e-03, 1.681366686102892799e-26, -5.084515113688827341e+02
1.008079898207557442e-06, 6.075119688900532458e-03, 9.249280041307315867e-27, -5.115039782146793073e+02
1.007064712005938508e-06, 5.997765211071623241e-03, 8.442639990770665181e-27, -5.107164266329911015e+02
1.006051568432491909e-06, 5.861618554596787628e-03, -8.556859473931407964e-27, -5.092244097945880981e+02
1.005040461328539553e-06, 5.934354051985744893e-03, 5.246448190112195603e-27, -5.094404241609935298e+02
1.004031384560137345e-06, 5.844931214635782496e-03, 7.920887548923400859e-27, -5.066455409040971745e+02
1.003024332017950675e-06, 6.066921939603239257e-03, -1.267463620897202920e-26, -5.078450314640042507e+02
1.002019297617131172e-06, 5.964351027770369018e-03, 3.397544170603741833e-27, -5.071939970898147862e+02
1.001016275297194096e-06, 5.872645545670450787e-03, -1.308416894009966873e-26, -5.077635528632132491e+02
1.000015259021896792e-06, 5.890249468622256630e-03, 7.212699643408690304e-27, -5.060167344562980247e+02
9.990162427791177741e-07, 5.902488708285811084e-03, 5.152735462220078199e-27, -5.082299093940957846e+02
9.980192205807355977e-07, 5.869523540872039619e-03, 1.097002363496347211e-26, -5.078918059584251523e+02
9.970241864625094314e-07, 5.854905856177016095e-03, 1.117386036101932826e-26, -5.061794739652681301e+02
9.960311344839611055e-07, 5.811616805543302552e-03, -1.479113932645652244e-26, -5.069997185483082944e+02
9.950400587282556813e-07, 5.760563121858817102e-03, 1.801977969783968328e-26, -5.088463119510652177e+02
9.940509533020843481e-07, 5.907286440808888831e-03, -3.314628109032261587e-26, -5.115437974908304568e+02
9.930638123355481686e-07, 5.920627553485490434e-03, 3.542641373367419276e-27, -5.130589513038028144e+02
9.920786299820405527e-07, 5.850259174004390772e-03, -3.369406769745560715e-28, -5.129740447392699707e+02
9.910954004181337548e-07, 5.801969811226263818e-03, 3.064703033217536377e-26, -5.129664172745851829e+02
9.901141178434621958e-07, 5.908300886467905168e-03, 5.840409460542328536e-27, -5.148200140655774248e+02
